folder_name,root_name,child_name,years,months,days,speaker,text,CHI_response,adult_coherence_score,child_coherence_score
Brown/Sarah,040919,Sarah,4.0,9.0,19.0,MEL,Sarah. did he come to wake you up?,no. I was sleeping and Georgie was looking at my. bureau.,0.8,0.8
Weist/Matt,020805,Matt,2.0,8.0,5.0,MOT,daddy. actually it was the nice neighbors. they gave you that balloon and this. what is this?,M and M's.,0.9,0.9
Brown/Adam,040729,Adam,4.0,7.0,29.0,URS,my_goodness. www. do you wanna see where they bump their heads?,why did they bump their heads?,0.9,0.9
HSLLD/HV7/MT,casmt7,,9.0,5.0,23.0,MOT,last week he said on Friday maybe? can you remember?,I forget. he said something about it the other day.,0.8,0.7
Suppes,020206,Nina,2.0,2.0,6.0,MOT,did you see a big zebra yesterday?,another big zebra.,0.9,0.4
Weist/Roman,031023,Roman,3.0,10.0,23.0,KAR,"yeah, can you tell us what it's about?","huh, but.",0.8,0.2
Lego-protect/Lego,023-1,,,,,MOT,I think that's the wrong way. yeah. that side. ready?,b.,0.7,0.1
NewmanRatner/18,5609DW,5609DW18,1.0,6.0,,MOT,bottle empty. what's this? you know what this is?,yyy.,0.8,0.1
Gopnik/free,f05112,Student,5.0,0.0,,INT,mhm. and what did you dress up as?,a witch.,0.9,0.9
Kuczaj,031112,Abe,3.0,11.0,12.0,FAT,you're going to tell me if one of these sea shells is the same type as the fossil?,is this one the same type? is this the one it came from?,0.9,0.8
Suppes,020524,Nina,2.0,5.0,24.0,MOT,was Miriam a monster too?,no me wasn't.,0.8,0.7
Braunwald,060417,Laura,6.0,4.0,17.0,MOT,that's what you're gonna have?,yes. ham and avocado and cheese. and then a. wait. ham and cheese and avocado and a slice of cheese alone.,0.8,0.9
Gopnik/prompted,p04831,Student,3.0,0.0,,INT,yeah. push the water down. what's this?,this.,0.7,0.4
Braunwald,030528d,Laura,3.0,5.0,28.0,SIS,five dollars or five cents?,what's eleven.,0.9,0.2
NewEngland/32,65,Colin,2.0,5.0,9.0,MOT,alright. well I think you should put the bird back in 0. okay could you please get me the top?,a big top!,0.8,0.6
Bloom/Peter,010908,Peter,1.0,9.0,8.0,PAT,how about the donkey?,doggie.,0.8,0.4
Clark,020710,Shem,2.0,7.0,10.0,INV,with a. do you remember what it's called?,with a. cutter!,0.8,0.7
Braunwald/0diary,020901,Laura,2.0,9.0,1.0,MOT,Mama is awfully tired. how about if you go with Missus_Jordan to get Joanna? how would that be?,not pleasant.,0.9,0.7
Suppes,021006,Nina,2.0,10.0,6.0,MOT,what is Debbie going to say when she sees you?,she gonna say I have a pretty dress on.,0.9,0.8
Suppes,020525,Nina,2.0,5.0,25.0,MOT,did you put the kitty cat in the refrigerator?,I didn't. the boy did.,0.9,0.8
MacWhinney,051001b,Ross,5.0,10.0,1.0,FAT,that wasn't a smart place to put it. was it?,hunhunh.,0.8,0.2
HSLLD/HV2/TP,zentp2,,5.0,8.0,7.0,MOT,do I get earrings and jewelry?,they don't have the earrings.,0.7,0.6
Lego-protect/Lego,015-1,,,,,MOT,yeah it's off but who else is in this picture? who is that?,b.,0.9,0.4
Weist/Matt,020611,Matt,2.0,6.0,11.0,MOT,do you wanna talk about this. what is this?,Bob the builder.,0.8,0.8
HSLLD/HV1/BR,rilbr1,,4.0,0.0,29.0,MOT,right what's that say?,the dog.,0.9,0.7
Suppes,021112,Nina,2.0,11.0,12.0,MOT,a thumb. let's cut the nail on your thumb. whoop. there we go. now the other hand. see your other hand. you like to have your fingernails cut? which finger is this?,a pinkie?,0.9,0.8
Gleason/Mother,susan,Susan,3.0,2.0,21.0,MOT,well very soon. let me get the story and then we can come back to this. okay?,I'll I'll get this one will you put this on the she. ah I'm gonna.,0.8,0.5
Hall/BlackWork,trc,Trina,4.0,9.0,,EXP,"and this, fish with ham right?",you like it?,0.8,0.4
Gelman/2016-Robodog,41,,3.0,6.0,,MOT,what's he doing? hm? why don't you try petting him? do you think it's a puppy you can pet?,he gonna make noise.,0.9,0.7
Kuczaj,030517,Abe,3.0,5.0,17.0,MOT,those are nectarines. do you want one?,I'm gonna get it from a chair.,0.9,0.3
Nippold,SS,SS,9.0,9.0,,INV,no. well I really don't know how to play chess. I've heard of simultaneous matches. do you know what that is?,simultaneous?,0.8,0.8
Gelman/2014-IndDiff,11C-P2,,4.0,5.0,29.0,MOT,no these people right here though. all those are people. what do you think they're doing sitting there?,watching.,0.9,0.8
Suppes,020003,Nina,2.0,0.0,3.0,MOT,your drum isn't here. we're going to hafta buy you one. what does the drum make? does it make a noise?,no. make a noise.,0.9,0.6
Hall/BlackPro,brd,Brett,4.0,9.0,,TEA,"Brett, you find the book you wanted?",nope.,0.9,0.8
Gleason/Mother,frank,Frank,5.0,2.0,,MOT,boy this is a nice store isn't it?,now what else do we have?,0.8,0.5
PetersonMcCabe,34,Mary,6.0,3.0,,INV,she hadta have crutches because one of her legs got broken? so she came home from the hospital with one?,and then she start and just one leg got broken right off. got broken.,0.9,0.8
Gelman/2014-IndDiff,20C-P1,,4.0,4.0,3.0,MOT,does it look like a triangle or a pyramid?,a triangle.,1.0,1.0
Braunwald,011126,Laura,1.0,11.0,26.0,MOT,fix it? yeah. we could try. do you like Mummy and Daddy?,fix it. a Mummy fix it.,0.7,0.8
Bloom/Peter,020118,Peter,2.0,1.0,18.0,LOI,is that the lady's house?,lady's house.,1.0,1.0
Weist/Ben,021022,Benjamin,2.0,10.0,22.0,RYA,"ooh, what's he doing?","he's, he locked him in jail.",1.0,1.0
MacWhinney,050120d,Ross,5.0,1.0,20.0,FAT,you don't really wanna trade or a long time?,no.,1.0,1.0
Suppes,020122,Nina,2.0,1.0,22.0,MOT,yes. we're going to take Santa_Claus to Maggie's house. well. I guess Christmas is just about over. I took down all the cards. would you like to keep some of the Christmas cards?,mhm.,0.9,0.5
Suppes,021028,Nina,2.0,10.0,28.0,MOT,we had some meat. remember? what was it?,what was it?,1.0,0.8
Bloom/Peter,020522,Peter,2.0,5.0,22.0,MOT,oh. so you can't climb in it. can you?,I want climb into the chair. climb into the chair.,1.0,1.0
Valian,13b,,2.0,4.0,8.0,MOT,"oh, sorry. what do you have there, young man?",a tow truck.,1.0,1.0
Bloom/Peter,020522,Peter,2.0,5.0,22.0,LOI,what else should go in the living room besides the sofa?,chairs.,1.0,1.0
Brown/Sarah,021117,Sarah,2.0,11.0,17.0,MOT,why? you always wanna go in there. you don't want a bed like it?,no! do me like this.,0.9,0.7
Bloom/Peter,020213,Peter,2.0,2.0,13.0,PAT,uhhuh. that's right. is the bolt in there?,yyy.,0.9,0.3
Brown/Sarah,030520,Sarah,3.0,5.0,20.0,GLO,what are you building?,all these holes.,1.0,0.8
Gelman/2014-IndDiff,49C-R1,,4.0,5.0,2.0,INV,"but we, let's finish looking at the picture book okay?",mm okay.,1.0,0.8
Brown/Adam,021002,Adam,2.0,10.0,2.0,MOT,you simply don't want what?,don't. want bean in there.,0.9,0.7
Brown/Adam,030126,Adam,3.0,1.0,26.0,URS,you saw some friends?,yep.,0.8,0.9
Suppes,020527,Nina,2.0,5.0,27.0,MOT,do you wanna give him a hug before we wrap him up? is he soft? do you think Ari will like him?,yup.,0.9,0.7
Weist/Matt,030514,Matt,3.0,5.0,14.0,MOT,you're trying to make a top? I know it's hard isn't it. to try and lean them in like that. so each day you gotta open a door. what's the calendar counting down for? what's it until. how many days until what?,how many days. till Christmas.,0.8,0.9
HSLLD/HV1/TP,mrktp1,,3.0,10.0,16.0,MOT,what are you gonna play with? well you know what?,what?,0.7,0.8
Higginson/June,june07,June,1.0,6.0,,MOT,I chug. chug. chug and chug all day. what's this?,choo_choo.,0.9,0.9
Gelman/2014-IndDiff,05C-R1,,4.0,3.0,9.0,INV,I don't know. what do you think?,I think no. because pumpkins are a way lot sugary.,0.8,0.8
Gelman/2014-IndDiff,31C-P2,,5.0,0.0,20.0,MOT,what does why does it need to be hard?,to protect it from other animals eating it.,0.8,0.9
PetersonMcCabe,34,Mary,6.0,3.0,,INV,the big ones were mean?,he was only six years old.,0.8,0.7
Gelman/2014-IndDiff,34C-R1,,4.0,8.0,28.0,INV,what more can you tell me?,um um hm hm hm. they have four legs. and I think that's all I have to tell about them.,0.8,0.6
Weist/Matt,030727,Matt,3.0,7.0,27.0,MOT,I don't really want water. can I have soda please?,which one's your cup again?,0.4,0.8
Brown/Sarah,020920,Sarah,2.0,9.0,20.0,MOT,yeah. how many batteries go in there?,two.,0.9,0.9
Weist/Emily,040216,Emily,4.0,2.0,16.0,CAR,"so Emily, tell me about Lindsey. who is Lindsey?","well, she's a little baby, my sister.",0.9,0.9
Demetras2/Jimmy/father,020429,Jimmy,2.0,4.0,29.0,FAT,what's for breakfast?,we're having some cereal.,0.9,0.9
Weist/Matt,030323,Matt,3.0,3.0,23.0,MOT,okay how do we get the candy? do we take it from the store?,no. we go to the people's. houses.,0.8,0.8
Gelman/2014-IndDiff,45C-P1,,4.0,9.0,19.0,MOT,mhm. what's on his shoulder?,a bird.,0.9,0.9
Suppes,021006,Nina,2.0,10.0,6.0,MOT,okay. you make a dog and I'll make a cat?,yup. I can't know how to make a dog.,0.8,0.7
Gelman/2014-IndDiff,71C-P2,,4.0,8.0,25.0,MOT,oh so that picture's too small?,lion. roar!,0.8,0.2
Valian,10c,,2.0,5.0,16.0,MOT,it's only one page. what's this?,that's a. that one.,0.9,0.6
Gelman/2014-IndDiff,52C-P2,,4.0,11.0,12.0,MOT,what kind of cookie is it?,chocolate.,0.9,0.9
Hall/BlackPro,ref,Remi,4.0,9.0,,BRO,"Remi, you have face cloth?",no I'm bringing this. I'm bringing this one to school.,0.8,0.8
Hall/BlackWork,lef,Lynette,4.0,9.0,,MOT,what's wrong with you?,close your eyes.,0.7,0.3
NewmanRatner/24,5474ES,5474ES24,2.0,0.0,,MOT,do you know that book?,yyy.,0.8,0.2
VanKleeck,amy2,Amy,3.0,9.0,,ADU,you wanna play with this? you want me to open it okay? how does it work Amy?,I don't know.,0.9,0.8
Gelman/2004-Gender,39,,4.0,11.0,24.0,MOT,chalk? did she draw with chalk? who can drive a truck?,truck driver.,0.8,0.8
Braunwald,020300a,Laura,2.0,3.0,,MOT,you went through what?,that plug.,0.8,0.8
Weist/Matt,030129,Matt,3.0,1.0,29.0,MOT,he can not talk to you honey. did you say when is he going to talk? no no we're gonna make a tape and then he'll listen to it later. and he'll say oh what did they talk about? can we tell about calling Kaylia this morning on the phone the very first time you called somebody?,Kaylia?,0.9,0.7
Hall/WhiteWork,stl,Steven,4.0,9.0,,FAT,"I'll dial and you you talk to her on the phone, okay?",I never had a turn to dial.,0.9,0.8
Brown/Sarah,020825b,Sarah,2.0,8.0,25.0,MOT,what're you trying to do?,I want two bunny in there.,0.8,0.8
Kuczaj,040612,Abe,4.0,6.0,12.0,FAT,what all have you done today. Abe?,not too much.,0.8,0.7
HSLLD/HV2/ER,mayer2,,4.0,9.0,23.0,MOT,a drink of what? what was in the cup Chi?,we got soda!,0.8,0.8
Post/Tow,020122,Tow,2.0,1.0,22.0,MOT,yeah Donald Duck's foot. look a there I wonder where Mickey Mouse's feet go? think they go right down here too?,yes.,0.8,0.8
PetersonMcCabe,45,Mary,6.0,6.0,,INV,you hadta turn back and go back the other way?,it was the only way we could get home.,0.8,0.8
Sachs,020005,Naomi,2.0,0.0,5.0,MOT,were you attacking Mommy?,attacking Mommy. niaw foot out. niaw foot out. foot out. dirty foot up. dirty feet.,0.9,0.4
Gelman/2004-Gender,17,,2.0,9.0,30.0,MOT,do you know what a seamstress is?,what?,0.9,0.7
Gelman/2014-IndDiff,66C-P1,,4.0,5.0,18.0,MOT,yeah I think so too. get the next one?,that's ice cream.,0.7,0.3
Brown/Sarah,030409,Sarah,3.0,4.0,9.0,MOT,Sarah. would you like to go away for the weekend?,huh?,0.9,0.4
McCune/Alice,010428,Alice,1.0,4.0,28.0,MOT,it's a moo. isn't that a cow?,duck. mom.,0.9,0.6
Hall/BlackPro,anc,Tony,4.0,9.0,,EXP,what do you mean come on?,it wasn't in the in the living room.,0.8,0.7
Snow,030409b,Nathaniel,3.0,4.0,9.0,MOT,yeah but what do you needta use to wash your hands with?,some soap.,0.9,0.9
MacWhinney,021017c,Ross,2.0,10.0,17.0,FAT,what are you going to do with it? what are you going to do with your ten dollars?,I'm going to put it in my pocket.,0.9,0.9
Kuczaj,030308,Abe,3.0,3.0,8.0,MOT,what do you think he would say?,he'd say ouchie and run away.,0.8,0.8
Suppes,030308,Nina,3.0,3.0,8.0,MOT,you did? where did you sleep at Nola's?,in my sleeping bag right on top of you head.,0.9,0.8
Weist/Jillian,020526,Jillian,2.0,5.0,26.0,MOT,"well, and where is that? do you wanna take them to the pasture and let me see where that is?",take this off.,0.8,0.4
HSLLD/HV2/ER,braer2,,5.0,4.0,8.0,MOT,and what do you do there?,jump.,0.9,0.8
PetersonMcCabe,32,Mary,5.0,0.0,,INV,nobody could see huh?,but I couldn't see where he turned out the lights.,0.8,0.7
MacWhinney,070518c,Ross,7.0,5.0,18.0,FAT,fifty nine times? where does he hit you?,leg. face. stomach.,0.9,0.7
Kuczaj,030318,Abe,3.0,3.0,18.0,FAT,then what happened. Abe?,the fox went back to his home and got all that dinner to his Mommy and his baby snake. and then they. it's really a long story.,0.8,0.8
Suppes,021106,Nina,2.0,11.0,6.0,MOT,that's a zoo. these children are all in school and their school is taking a trip to the zoo. you take trips with your school?,yup.,0.9,0.8
Lego-protect/Lego,021-1,,,,,MOT,oh you want to look at the car key?,dada.,0.8,0.2
Suppes,020212,Nina,2.0,2.0,12.0,MOT,yeah. where you going to put your doggies?,more. more dog.,0.9,0.7
HSLLD/HV1/ER,jamer1,,4.0,0.0,2.0,MOT,and what were the bugs doing?,I don't know.,0.9,0.8
Brown/Sarah,020307,Sarah,2.0,3.0,7.0,MOT,show me. you want what?,want bag. huh?,0.8,0.6
Bloom/Peter,020616,Peter,2.0,6.0,16.0,PAT,okay. you think Lynn would like to read the book to you?,no.,0.9,0.8
Suppes,021112,Nina,2.0,11.0,12.0,MOT,do you know who sent them to you? who did?,nobody.,0.9,0.8
Gelman/2014-IndDiff,10C-P2,,5.0,0.0,7.0,MOT,you don't know what that is?,police.,0.9,0.9
Weist/Matt,020323,Matt,2.0,3.0,23.0,MOT,look at this isn't this pretty how the Play_Doh came out we mixed together the purple and the green. isn't that pretty?,this go up too. same one bunny. bunny go on up. grab that.,0.9,0.4
HSLLD/HV3/ER,jeaer3,,5.0,9.0,14.0,MOT,let me see. can we think of something?,no.,0.9,0.8
Kuczaj,040619,Abe,4.0,6.0,19.0,MOT,oh ‡ did he bite you?,no ‡ except he can't get out_of the hole I put him in. oh! he climbed real high. he climbed when people are gone. did you know that hamsters could stand on their just back feet?,0.9,0.9
HSLLD/HV1/BR,grebr1,,3.0,8.0,18.0,MOT,no it's not a moon what's out right now? the moon isn't out when it's like this. what is it?,I don't wanna stay.,0.9,0.2
NewEngland/32,25,David,2.0,9.0,1.0,MOT,yeah? look at all those empty rooms. can you put the beds in the bedroom? do you know where's the bedroom?,no.,0.9,0.8
Kuczaj,040115,Abe,4.0,1.0,15.0,FAT,why don't you turn it on if they're scared?,okay ‡ no my feet are afraid of the light.,0.9,0.8
Weist/Jillian,020916,Jillian,2.0,9.0,16.0,MOT,"that's right. so, if the stepsisters and the stepmother weren't going to let Cinderella go meet the prince, how was she going to get to the ball?",I don't know.,0.9,0.8
Gelman/2014-IndDiff,47C-R2,,4.0,5.0,28.0,INV,anything else you wanna tell me?,I don't know anything.,0.9,0.8
Brown/Sarah,020802,Sarah,2.0,8.0,2.0,MOT,sun in your eye? you like the sun?,yes.,0.9,0.9
Weist/Emily,040216,Emily,4.0,2.0,16.0,CAR,"oh, you'll be way bigger when you're sixteen. you're gonna be driving, what else?",I'm gonna be way bigger than you.,0.9,0.8
Nelson,020127,Emily,2.0,1.0,27.0,DAD,okay will you lie down?,your cold not better!,0.8,0.4
Weist/Emily,020718,Emily,2.0,7.0,18.0,CAR,but what do babies wear that Aunt Carey doesn't?,I wear diapers.,0.9,0.9
Suppes,021013,Nina,2.0,10.0,13.0,MOT,what are you going to do with them?,play with them with you. make them all dress.,0.8,0.8
Gelman/2004-Gender,24,,2.0,9.0,30.0,MOT,yeah. let's see what we got on the next page. wanna turn the page? this one says. who can catch frogs? oh wow so I guess it's a who's this one there?,boy.,0.9,0.7
HSLLD/HV2/ER,mayer2,,4.0,9.0,23.0,MOT,alright Chi where did we go the other day?,to the parade.,0.9,0.9
Brown/Sarah,040508,Sarah,4.0,5.0,8.0,MOT,where ya going? where ya gonna sleep?,up Nana's.,0.8,0.8
Gelman/1998-Books/picturebook35,52,,2.0,10.0,30.0,MOT,"that's right. oh, and what's that?",I'm not sure.,0.8,0.7
Gelman/2004-Gender,39,,4.0,11.0,24.0,MOT,he can. who can be a race car driver?,she can. pretty much anybody.,0.9,0.8
Brown/Sarah,030103,Sarah,3.0,1.0,3.0,MOT,well. come here. out. here. right here. here it is! sit down here on the floor and do it. that's it. what are you doing?,I wipe my feet off. right here yellow in my.,0.7,0.4
Demetras1,020807,Trevor,2.0,8.0,7.0,FAT,huh because. no. cause we don't do that anymore. do we?,no.,0.8,0.8
Snow,020518c,Nathaniel,2.0,5.0,18.0,MOT,the other people pop?,this.,0.8,0.5
Braunwald,040214,Laura,4.0,2.0,14.0,MOT,and how do you say car?,gar.,0.9,0.9
Bloom/Peter,020713,Peter,2.0,7.0,13.0,PAT,what's wrong with that one?,hm. that one. one.,0.8,0.5
Valian,11b,,2.0,3.0,17.0,MOT,yeah. who else do you have?,I don't know.,0.8,0.5
Suppes,020406,Nina,2.0,4.0,6.0,MOT,I know I can't. what did you do with it?,throw it.,0.8,0.7
Gelman/2014-IndDiff,11C-P1,,4.0,4.0,7.0,MOT,you don't wanna play I_Spy with me?,no.,0.9,0.9
Morisset/UCLA,103m36,,3.0,3.0,,FAT,want ta look at this one? what about this one?,want this one?,0.8,0.8
Weist/Jillian,020526,Jillian,2.0,5.0,26.0,MOT,scared of monsters? what kind of monsters are in the pasture?,red! red and green!,0.8,0.4
Brown/Sarah,040624,Sarah,4.0,6.0,24.0,MEL,do you wanna play with me Sarah?,huh?,0.9,0.3
Morisset/UCLA,346m36,,3.0,3.0,,MOT,what kind of a face is that? how about this?,the bed.,0.8,0.2
Hall/BlackWork,rog,Roland,4.0,9.0,,MOT,don't put the paper in here put it in the garbage okay?,ah.,0.9,0.2
Gelman/2014-IndDiff,46C-P1,,4.0,8.0,15.0,MOT,mhm. what's she doing?,painting.,0.9,0.9
MacWhinney,030512,Ross,3.0,5.0,12.0,FAT,I see. well. how_about Marky's fur?,well. yes. he could scratch it.,0.8,0.7
Gelman/2014-IndDiff,52C-R1,,4.0,10.0,24.0,INV,what more can you tell me?,you eat it.,0.8,0.4
Weist/Emily,040216,Emily,4.0,2.0,16.0,CAR,what are you doing right now?,let me put this down.,0.9,0.8
Weist/Emily,020718,Emily,2.0,7.0,18.0,CAR,he's swinging on a swing. what are these kids doing?,he's pushing the boy.,0.9,0.9
HSLLD/HV1/TP,nedtp1,,4.0,11.0,1.0,MOT,and what color is this?,red. green!,0.9,0.9
Bohannon/Nat,john,Nathaniel,3.0,0.0,,JJJ,yeah. do you know where Africa is?,where Africa is?,0.9,0.7
Hall/BlackPro,bom,Bobby,4.0,9.0,,EXP,what a you do with it?,walk in it.,0.8,0.7
Hall/WhitePro,jub,Julia,4.0,9.0,,MOT,which one do you want?,now where's the peeler?,0.9,0.4
Brown/Adam,050212,Adam,5.0,2.0,12.0,URS,yes. did you learn them in school?,I know em everytime.,0.9,0.8
Valian,02b,,1.0,9.0,28.0,MOT,where's the elephant?,that's not elephant.,0.9,0.8
Weist/Jillian,020507,Jillian,2.0,5.0,7.0,CAT,of_course. what are you gonna draw?,I'm going pretend I'm. sitting on that.,0.8,0.7
Gelman/2014-IndDiff,39C-R2,,4.0,11.0,13.0,INV,what more can you tell me?,"you see um uh, I don't know anything about this one. I don't.",0.9,0.4
Gleason/Mother,patricia,Patricia,2.0,5.0,9.0,MOT,"I'm turning it the wrong way. I forgot. that you're a leftie. here, this way, okay?",I have people.,0.9,0.3
Bloom/Peter,020324,Peter,2.0,3.0,24.0,LOI,did you smile all the time?,right.,0.8,0.4
MacWhinney,021017a,Ross,2.0,10.0,17.0,FAT,how did you get hurt here? what happened here?,I got hurt on a stairway and then I didn't go and then I just didn't fall again.,0.9,0.8
Gleason/Mother,charlie,Charlie,3.0,0.0,8.0,MOT,this is sposta be bottles of milk. does it look like milk to you?,no. what_about the other things?,0.9,0.7
HSLLD/HV1/TP,anntp1,,4.0,2.0,15.0,MOT,what are you gonna make for me?,I'll show you. but I need another tall one like this.,0.8,0.8
Suppes,030321,Nina,3.0,3.0,21.0,MOT,okay. give it to me. is this the washing machine?,yup.,0.9,0.9
HSLLD/HV7/MT,bobmt7,Bob,10.0,3.0,1.0,BFD,is he in school? well what if he misses school?,I don't wanna see him because if he comes back out he's gonna hit me with the balloon.,0.8,0.7
